City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,fort bragg,35.139,-79.006,32.12,40,0,3.13,US,1683656354
359,chibougamau,49.9168,-74.3659,9.79,25,0,3.6,CA,1683656356
360,madona,56.8533,26.217,9.3,63,65,1.86,LV,1683656356
361,vila franca do campo,37.7167,-25.4333,18.23,85,100,2.11,PT,1683656356
362,geraldton,-28.7667,114.6,20.23,94,75,2.57,AU,1683656357
363,sur,22.5667,59.5289,31.93,39,0,4.0,OM,1683656357
364,murudeshwara,14.0943,74.4845,27.54,85,76,2.25,IN,1683656359
365,midvagur,62.0511,-7.1939,10.46,87,40,1.03,FO,1683656359
366,port isabel,26.0734,-97.2086,31.05,77,75,5.66,US,1683656359
367,mount gambier,-37.8333,140.7667,11.95,81,99,1.6,AU,1683656360
368,ibiza,38.9088,1.433,23.45,60,0,3.6,ES,1683656345
369,askoy,60.4092,5.226,11.68,92,75,3.6,NO,1683656365
370,beipiao,41.7919,120.7792,14.81,28,96,2.04,CN,1683656366
371,sirinhaem,-8.5908,-35.1161,28.06,71,35,3.75,BR,1683656289
372,altamira,-3.2033,-52.2064,33.05,58,40,2.06,BR,1683656366
373,codrington,-38.2667,141.9667,13.24,68,98,3.07,AU,1683656367
374,queenstown,-31.8976,26.8753,12.93,44,36,1.01,ZA,1683656367
375,gallup,35.5281,-108.7426,20.91,13,0,6.17,US,1683656367
376,acarau,-2.8856,-40.12,29.6,70,97,4.03,BR,1683656126
377,mercedes,-34.6515,-59.4307,19.36,43,92,2.95,AR,1683656368
378,moranbah,-22.0016,148.0466,8.64,39,0,5.03,AU,1683656369
379,viedma,-40.8135,-62.9967,17.63,44,100,7.67,AR,1683656370
380,les avirons,-21.2418,55.3394,22.05,73,0,4.12,RE,1683656370
381,waingapu,-9.6567,120.2641,25.39,85,99,5.77,ID,1683656371
382,altamont,42.2068,-121.7372,9.38,65,40,2.24,US,1683656371
383,vila do maio,15.1333,-23.2167,26.44,83,12,6.29,CV,1683656372
384,klyuchi,52.2667,79.1667,12.07,53,98,6.13,RU,1683656325
385,saint croix,17.7397,-64.7388,30.53,70,40,7.2,VI,1683656374
386,marshall,34.3834,-86.3333,29.61,62,59,1.34,US,1683656178
387,antsiranana,-12.2787,49.2917,25.15,77,0,5.81,MG,1683656375
388,sihanoukville,10.6093,103.5296,25.97,89,40,1.54,KH,1683656375
389,tura,25.5198,90.2201,25.6,34,0,2.53,IN,1683656376
390,chelak,39.9203,66.8611,19.42,28,47,2.38,UZ,1683656376
391,brookings,44.3114,-96.7984,20.25,68,75,2.57,US,1683656173
392,talcahuano,-36.7167,-73.1167,19.82,49,0,4.12,CL,1683656216
393,barth,54.3635,12.7249,16.14,67,20,7.69,DE,1683656377
394,kolonia town,6.964,158.206,25.0,100,100,0.0,FM,1683656377
395,ola,59.5833,151.2833,1.01,88,100,0.91,RU,1683656377
396,north bend,43.4065,-124.2243,17.91,70,0,3.6,US,1683656377
397,bayanhongor,46.7167,100.1167,-0.86,65,44,1.99,MN,1683656378
398,sisimiut,66.9395,-53.6735,0.94,76,94,5.1,GL,1683656325
399,san agustin,20.5333,-103.4667,28.62,11,0,1.54,MX,1683656378
400,bay harbor,30.1471,-85.6146,30.03,67,40,4.63,US,1683656378
401,gisborne,-38.6533,178.0042,16.84,89,74,3.7,NZ,1683656383
402,capitan bado,-23.2667,-55.5333,21.06,80,100,1.92,PY,1683656384
403,portland,45.5234,-122.6762,15.91,76,75,1.54,US,1683655976
404,linxia chengguanzhen,35.6003,103.2064,5.96,87,100,3.36,CN,1683656384
405,okhotsk,59.3833,143.3,0.7,89,9,0.97,RU,1683656384
406,arteaga,18.4667,-102.4167,33.14,19,3,1.31,MX,1683656385
407,okha,53.5739,142.9478,-0.05,94,100,3.44,RU,1683656385
408,orchomenos,38.4929,22.9796,14.16,87,100,2.81,GR,1683656385
409,quthing,-30.4,27.7003,13.01,44,0,1.32,LS,1683656385
410,north platte,41.1239,-100.7654,19.1,65,0,11.83,US,1683656386
411,antofagasta,-23.65,-70.4,17.6,67,31,3.25,CL,1683656386
412,lata,40.1629,-8.3327,21.07,56,69,4.82,PT,1683656386
413,salida,37.7058,-121.0849,19.38,60,0,5.66,US,1683656167
414,sabang,5.8933,95.3214,28.95,72,100,8.04,ID,1683656237
415,tyul'gan,52.3405,56.166,7.91,66,100,5.2,RU,1683656375
416,constantia,44.1833,28.65,10.39,73,41,4.28,RO,1683656387
417,lompoc,34.6391,-120.4579,18.9,64,75,5.66,US,1683656290
418,naze,28.3667,129.4833,20.51,74,86,6.94,JP,1683656180
419,shetpe,44.1667,52.1167,18.12,49,8,4.33,KZ,1683656387
420,dinghaicun,26.2847,119.7936,15.51,72,2,4.09,CN,1683656388
421,hasaki,35.7333,140.8333,12.34,67,0,5.29,JP,1683656127
422,kemer,36.5978,30.5606,20.2,78,100,1.96,TR,1683656388
423,lianzhou,24.7811,112.3825,21.43,93,99,0.84,CN,1683656388
424,vyaz'ma,55.2104,34.2951,5.65,59,48,1.04,RU,1683656389
425,dunedin,-45.8742,170.5036,8.22,95,100,3.82,NZ,1683656389
426,ulety,51.3572,112.4849,8.35,37,17,1.17,RU,1683656389
427,coxim,-18.5067,-54.76,30.72,49,100,1.28,BR,1683656165
428,fukuecho,32.6881,128.8419,17.26,59,67,2.96,JP,1683656389
429,qarqaraly,49.4058,75.4742,15.97,30,100,1.45,KZ,1683656390
430,san juan de uraba,8.7592,-76.5297,30.53,71,100,3.77,CO,1683656390
431,akcaabat,41.0212,39.5715,13.93,94,75,1.03,TR,1683656390
432,montlucon,46.3333,2.6,15.39,88,76,0.45,FR,1683656390
433,bamboo flat,11.7,92.7167,28.56,80,97,6.9,IN,1683656391
434,ebon,4.582,168.6964,28.02,79,99,7.98,MH,1683656391
435,sandnessjoen,66.0217,12.6316,15.06,41,75,4.63,NO,1683656329
436,porbandar,21.6422,69.6093,29.51,63,53,5.48,IN,1683656375
437,inhambane,-23.865,35.3833,21.99,88,20,3.09,MZ,1683656392
438,betare oya,5.6,14.0833,20.33,96,99,2.01,CM,1683656392
439,nantucket,41.2835,-70.0995,15.0,59,0,5.66,US,1683656392
440,bubaque,11.2833,-15.8333,27.09,82,100,7.67,GW,1683656392
441,kamina,-8.7386,24.9906,20.55,62,49,1.83,CD,1683656393
442,lazaro cardenas,17.9583,-102.2,31.69,51,3,4.76,MX,1683656384
443,vuktyl,63.8567,57.3094,1.55,99,100,3.48,RU,1683656393
444,manay,7.215,126.5397,25.59,85,41,2.43,PH,1683656393
445,sao raimundo nonato,-9.0153,-42.6994,34.34,32,100,2.88,BR,1683656256
446,llanes,43.4198,-4.7549,15.2,85,37,6.87,ES,1683656394
447,praia da vitoria,38.7333,-27.0667,19.14,94,75,3.76,PT,1683656399
448,bukittinggi,-0.3091,100.3706,18.29,86,95,0.06,ID,1683656399
449,el gouna,27.3942,33.6782,23.12,52,9,5.11,EG,1683656400
450,sekong,-6.3996,106.0252,23.91,94,100,0.21,ID,1683656400
451,asau,46.4333,26.4,7.51,93,91,1.21,RO,1683656401
452,vodnyy,63.5046,53.4095,3.31,99,100,2.26,RU,1683656401
453,crucecita,-28.95,-58.9833,24.9,32,0,1.01,AR,1683656401
454,vanino,49.0869,140.2543,0.65,80,100,1.99,RU,1683656401
455,porto novo,6.4965,2.6036,29.9,76,75,3.25,BJ,1683656402
456,dolinsk,47.35,142.8,1.99,95,93,2.59,RU,1683656403
457,smithers,54.7804,-127.1743,12.18,50,0,1.03,CA,1683656405
458,campbell river,50.0163,-125.2446,14.21,58,40,2.06,CA,1683656406
459,hithadhoo,-0.6,73.0833,28.09,72,100,2.49,MV,1683656406
460,dalandzadgad,43.5708,104.425,9.38,28,94,3.32,MN,1683656110
461,cabedelo,-6.9811,-34.8339,30.37,74,64,5.39,BR,1683656407
462,kudahuvadhoo,2.6708,72.8944,28.03,80,59,4.09,MV,1683656407
463,caleta de carquin,-11.0925,-77.6267,23.92,76,70,4.17,PE,1683656407
464,remire-montjoly,4.9167,-52.2667,28.02,78,75,5.14,GF,1683656408
465,zhanaozen,43.3,52.8,18.62,51,19,6.11,KZ,1683656408
466,issia,6.4922,-6.5856,26.75,75,78,1.67,CI,1683656409
467,horta,38.5333,-28.6333,17.8,96,75,5.81,PT,1683656409
468,serenje,-13.2325,30.2352,12.92,80,1,1.73,ZM,1683656410
469,boa vista,2.8197,-60.6733,24.99,94,75,1.03,BR,1683656410
470,delaware,39.0004,-75.4999,19.44,85,20,3.09,US,1683656410
471,oakville,43.4501,-79.6829,18.79,31,95,1.92,CA,1683656271
472,dampit,-8.2116,112.7493,22.19,98,100,1.15,ID,1683656411
473,sassandra,4.95,-6.0833,28.58,77,30,3.77,CI,1683656411
474,howard springs,-12.497,131.047,22.95,58,89,4.11,AU,1683656412
475,chamical,-30.36,-66.314,24.01,40,11,4.38,AR,1683656412
476,sambava,-14.2667,50.1667,24.44,82,2,6.05,MG,1683656412
477,xining,36.6167,101.7667,4.56,91,100,1.25,CN,1683656413
478,cabo san lucas,22.8909,-109.9124,31.45,24,20,2.57,MX,1683656311
479,dzhetygara,52.1908,61.2006,8.32,58,100,4.43,KZ,1683656414
480,changtu,42.7788,124.0955,11.11,27,0,2.4,CN,1683656415
481,cold lake,54.4502,-110.2017,16.97,51,75,4.12,CA,1683656278
482,huarmey,-10.0681,-78.1522,25.37,74,64,4.6,PE,1683656416
483,newman,37.3138,-121.0208,19.19,40,100,3.13,US,1683656416
484,labuan,5.2767,115.2417,25.2,88,20,0.0,MY,1683656417
485,hudiksvall,61.729,17.1036,14.61,44,100,2.53,SE,1683656417
486,argo,37.6333,22.7333,17.66,79,100,1.44,GR,1683656330
487,nadi,-17.8,177.4167,20.0,88,20,3.6,FJ,1683656418
488,baki,-7.6128,110.7839,24.59,92,100,1.23,ID,1683656418
489,qionghu,28.843,112.3522,17.34,73,100,5.2,CN,1683656418
490,joshimath,30.5667,79.5667,10.85,63,79,3.16,IN,1683656342
491,sikasso,10.9167,-7.0,35.98,23,100,3.89,ML,1683656419
492,miracema do tocantins,-9.5618,-48.3967,31.46,56,46,1.05,BR,1683656420
493,tobelo,1.7284,128.0095,26.78,83,100,1.35,ID,1683656420
494,janjgir,22.0091,82.5789,33.71,26,38,2.62,IN,1683656421
495,la possession,-20.9289,55.3351,23.99,82,0,4.63,RE,1683656421
496,hoganas,56.1997,12.558,14.47,40,75,5.36,SE,1683656421
497,jerantut,3.936,102.3626,24.86,90,98,0.45,MY,1683656422
498,richards bay,-28.783,32.0377,18.95,89,100,3.34,ZA,1683656422
499,kamaishi,39.2667,141.8833,8.8,73,0,3.41,JP,1683656423
500,sale,34.0389,-6.8166,24.24,78,0,3.6,MA,1683656332
501,laojunmiao,39.8333,97.7333,8.31,17,100,4.11,CN,1683656423
502,la huaca,-4.9117,-80.96,32.4,51,8,3.13,PE,1683656424
503,fortuna,40.5982,-124.1573,16.63,72,0,3.09,US,1683656424
504,tirat karmel,32.7617,34.9719,19.79,80,5,5.59,IL,1683656424
505,manjeshvar,12.7,74.8833,29.66,82,100,1.84,IN,1683656425
506,oleiros,43.3333,-8.3167,17.66,68,40,4.12,ES,1683656425
507,lamu,-2.2717,40.902,26.12,81,28,5.91,KE,1683656426
508,el porvenir,13.7617,-87.3458,31.63,25,8,2.8,HN,1683656344
509,pico truncado,-46.7949,-67.9573,10.54,38,17,3.07,AR,1683656426
510,realeza,-25.7689,-53.5325,23.34,46,76,2.2,BR,1683656427
511,kattivakkam,13.2167,80.3167,31.05,84,98,3.5,IN,1683656427
512,sarmiento,-45.5882,-69.07,11.93,57,4,1.52,AR,1683656428
513,monster,52.0258,4.175,13.88,95,100,2.57,NL,1683656428
514,ballito,-29.539,31.2144,19.08,88,75,2.06,ZA,1683656428
515,seaside,36.6111,-121.8516,17.09,72,40,4.12,US,1683656429
516,hammerfest,70.6634,23.6821,6.25,81,75,2.06,NO,1683656429
517,sergeyevka,53.88,67.4158,8.17,32,86,3.36,KZ,1683656429
518,dazhong,33.1997,120.4578,10.77,59,92,1.73,CN,1683656430
519,youkounkoun,12.5333,-13.1333,37.19,21,99,4.61,GN,1683656430
520,puerto santa,-8.9906,-78.6456,24.4,79,79,4.29,PE,1683656430
521,gunnison,38.7,-107.0673,14.95,29,0,2.45,US,1683656431
522,iquique,-20.2208,-70.1431,19.02,68,7,3.01,CL,1683656287
523,gornopravdinsk,60.05,69.9,2.15,55,48,2.69,RU,1683656432
524,petropavlovka,50.6114,105.3196,14.87,35,100,0.83,RU,1683656432
525,waupaca,44.358,-89.086,19.87,71,0,1.34,US,1683656433
526,aral,40.5156,81.2636,18.39,10,0,4.08,CN,1683656433
527,bahia de kino,28.8333,-111.9333,32.73,43,4,4.09,MX,1683656434
528,aracruz,-19.8203,-40.2733,25.56,67,97,2.19,BR,1683656434
529,barakani,-12.1356,44.4317,26.75,74,34,4.12,KM,1683656435
530,kedrovyy,56.1667,91.8167,5.23,89,97,2.48,RU,1683656435
531,paulden,34.8856,-112.4682,25.6,19,0,3.13,US,1683656435
532,xifeng,42.7372,124.7222,8.43,31,0,1.73,CN,1683656436
533,ghanzi,-21.5667,21.7833,20.35,34,0,3.62,BW,1683656436
534,yanchep,-31.55,115.6833,16.45,79,2,5.52,AU,1683656436
535,sretensk,52.2453,117.7093,6.19,67,9,1.54,RU,1683656436
536,nowshahr,36.649,51.496,17.97,88,100,0.0,IR,1683656260
537,odesskoye,54.2111,72.9651,7.58,34,98,3.63,RU,1683656437
538,madingou,-4.1536,13.55,24.29,94,81,0.43,CG,1683656437
539,weligama,5.9667,80.4167,26.39,88,100,3.37,LK,1683656437
540,ciudad lazaro cardenas,17.9583,-102.2,31.69,51,3,4.76,MX,1683656384
541,mahibadhoo,3.7833,72.9667,28.52,78,73,4.58,MV,1683656438
542,onega,63.9061,38.1404,5.25,80,84,1.65,RU,1683656438
543,armacao de buzios,-22.7469,-41.8817,29.03,78,73,5.62,BR,1683656438
544,port blair,11.6667,92.75,28.58,80,97,6.94,IN,1683656439
545,gaiman,-43.2897,-65.4929,17.55,36,80,6.67,AR,1683656439
546,ghadamis,30.1337,9.5007,21.62,39,11,7.92,LY,1683656439
547,greenland,43.0362,-70.8328,18.94,38,75,6.69,US,1683656439
548,mossel bay,-34.1831,22.146,15.96,84,63,3.62,ZA,1683656439
549,umluj,25.0213,37.2685,24.71,61,19,4.58,SA,1683656440
550,cedeira,43.6797,-8.0209,15.55,81,2,5.16,ES,1683656440
551,stephenville,32.2207,-98.2023,27.7,67,40,4.12,US,1683656440
552,touros,-5.1989,-35.4608,28.99,70,68,6.5,BR,1683656308
553,mount pearl,47.5166,-52.7813,4.19,89,100,10.29,CA,1683656406
554,knyaze-volkonskoye,48.4642,135.4567,5.19,93,100,1.97,RU,1683656441
555,swellendam,-34.0226,20.4417,16.36,80,29,2.17,ZA,1683656441
556,cooper's town,26.8667,-77.5167,25.02,73,8,2.18,BS,1683656441
557,tepelene,40.2958,20.0192,17.0,81,100,0.45,AL,1683656441
558,road town,18.4167,-64.6167,31.02,70,40,4.12,VG,1683656442
559,burrel,41.6103,20.0089,17.17,90,100,2.73,AL,1683656442
560,igarka,67.4667,86.5833,-15.04,96,77,3.49,RU,1683656443
561,markovo,57.3206,107.0881,8.78,83,8,2.42,RU,1683656443
562,manta,-0.95,-80.7333,27.88,78,75,4.63,EC,1683656443
563,tatarsk,55.219,75.9828,5.71,41,100,3.14,RU,1683656443
564,magway,20.15,94.9167,29.83,57,35,3.02,MM,1683656444
565,selfoss,63.9331,-20.9971,11.69,81,97,3.34,IS,1683656333
566,marabba,12.35,32.1833,36.03,8,35,4.33,SD,1683656444
567,kataba,13.9833,44.3833,18.85,73,74,1.36,YE,1683656444
568,san juan de los morros,9.9115,-67.3538,32.64,40,73,3.74,VE,1683656445
569,smederevo,44.6628,20.93,11.71,79,98,6.05,RS,1683656445
570,datca,36.7378,27.6842,19.19,70,100,0.88,TR,1683656445
571,tacna,-18.0056,-70.2483,18.11,72,75,2.57,PE,1683655913
572,plettenberg bay,-34.0527,23.3716,15.89,86,47,1.84,ZA,1683656215
573,tol'yatti,53.5303,49.3461,7.95,59,100,4.54,RU,1683656451
574,mosjoen,65.836,13.1908,15.06,44,40,1.54,NO,1683656451
575,khairpur tamewah,29.5811,72.2364,31.68,16,0,2.48,PK,1683656456
576,kwali,8.8672,7.005,31.94,39,98,2.13,NG,1683656457
577,tharangambadi,11.0319,79.8528,29.06,80,100,5.58,IN,1683656457
578,sumenep,-7.0167,113.8667,26.77,86,95,4.69,ID,1683656457
579,bahia blanca,-38.7196,-62.2724,18.23,52,100,0.89,AR,1683656185
580,funafuti,-8.5243,179.1942,29.0,89,20,3.6,TV,1683656356
581,saint-philippe,-21.3585,55.7679,23.77,82,34,4.35,RE,1683656458
582,kupino,54.3663,77.2981,7.94,36,100,4.18,RU,1683656458
